brightness,contrast,pattern,color_difference,edge_density,fractional_dimension,b,g,r,var_b,var_g,var_r,magnitude_spectrum,hist_b,hist_g,hist_r,label
99.702134375,0.41656957163264496,175.309871875,24.562875,88.4031875,0.5364787773742308,59.150189583333336,108.06291354166667,98.76963125,1302.1270160057243,1896.2165241779414,1806.4314052390234,343937941.5465197,53478.0,8881.0,9127.0,real_jungle
97.3356921790046,0.6231634490289125,185.28414680050187,57.12330614805521,45.465668130489334,1.0369435207791686,85.66557507319112,103.02663111668757,90.60849853617732,6829.390010658415,3699.341808558613,3042.3716115891857,307170046.1929267,97799.0,7577.0,14347.0,real_jungle
92.06924153645834,0.6194419017012462,177.02738606770833,62.60283203125,72.1935546875,0.994139833948472,88.46039713541667,93.578681640625,90.48892903645834,3779.9541412485337,3297.7867844598436,3115.4917849858493,95903650.79865974,10021.0,10463.0,10968.0,real_jungle
101.76568541666667,0.6129223269492297,162.09252916666668,63.14171875,79.34378125,0.6199279334782607,77.52717291666667,108.00213125,98.76826875,3552.5100616326004,4193.829135041107,3702.756706877773,167101973.84824234,18028.0,12641.0,3947.0,real_jungle
89.97346063619146,0.6222246104542037,162.50244544163223,61.50049971483299,31.618201726067493,0.9604515713904612,58.74862146859217,96.88748248345195,88.29635630392467,2729.5115972454105,3687.852855165638,2955.587079783582,5043665922.192998,669737.0,147949.0,122545.0,real_jungle
75.84788449605306,0.7883982837024108,148.69503116607666,84.06891822814941,31.47536277770996,1.3561324045019414,41.5014108022054,88.78443686167398,63.585689544677734,2839.6035365228186,3999.0827595358423,3694.762828785277,-inf,532735.0,72113.0,135733.0,real_jungle
99.93726699839189,0.5567299907004409,180.58259181319337,42.01232794200933,39.005344286452996,1.098897857826832,60.21214326438071,109.32255377907252,96.6584488594499,2469.1222563430265,3265.5257073108514,3197.8747406291545,1910953629.4441335,130250.0,41274.0,47893.0,real_jungle
101.05646217986897,0.5330728840105758,199.33917014095692,51.43537820131031,33.03305539011316,0.32321115294233255,99.47399245582687,101.52962080603533,100.78642048838593,2955.8777929346265,2933.207192887778,2880.0527756921592,12565520.721245013,495.0,480.0,465.0,real_jungle
142.8038789128649,0.30693821916810776,245.2645281089147,0.19506689804335797,11.52978974900659,1.1164143894035907e-15,129.78769302348977,137.16124272756232,158.7599655449927,1819.2673995501837,1856.3318592070993,2210.9329628242917,114938644.15715213,6356.0,4977.0,4557.0,real_sea
178.243176,0.2456866381068429,249.782818,73.67103,16.49595,-2.963045454436939e-15,169.405428,176.03061599999998,185.96608999999998,1272.1781841368158,1812.4426866605436,2834.4406681119003,118920799.73485571,12114.0,10143.0,37665.0,real_sea
200.7112687679191,0.13563021346382867,249.18966208314473,98.15919958125849,18.0526397691263,1.1164143894035907e-15,207.03113446883958,204.0730557756149,191.7654057265731,825.2504618165717,643.3297338699464,1381.9415844720997,95643506.9833383,16359.0,11916.0,8375.0,real_sea
168.662248,0.19282465261244067,249.677264,30.79176,3.09128,-2.963045454436939e-15,212.6738026666667,185.35426933333335,119.14341066666667,905.9633766330595,763.0961332394596,3941.0357133806856,96302545.39738303,14001.0,6972.0,25101.0,real_sea
133.83864013671874,0.31771355900383785,240.7701326497396,7.12373046875,9.29998779296875,1.1164143894035907e-15,165.24892089843752,138.41108235677083,112.87625162760418,3452.40423304778,1995.7538303063686,1306.2771065877255,-inf,25490.0,18568.0,16428.0,real_sea
192.788952023988,0.15786773604453785,249.725155922039,145.82062218890556,20.730697151424287,0.9080632774219656,197.49169115442277,195.95963118440778,184.95416341829085,796.9593312629352,731.0790060408868,1692.9944552296665,-inf,102674.0,75727.0,74679.0,real_sea
95.18413162231445,0.4577682718160293,202.44745635986328,0.8657455444335938,35.204715728759766,1.1164143894035907e-15,132.46598052978516,102.20338439941406,67.25040054321289,803.3054375242791,1463.5473264975008,5435.000757056967,76071168.48957816,8313.0,6665.0,35975.0,real_mountain
166.08461619190405,0.3643853380084826,239.21224737631184,108.43655172413793,9.65559220389805,1.1164143894035907e-15,173.2657136431784,170.245748125937,155.3307676161919,3563.1673078040585,3498.39209661422,4069.2861639984717,-inf,33111.0,31918.0,28719.0,real_sea
73.17076714409723,0.36431197379531477,219.35117296006945,23.632047526041667,2.078515625,1.1164143894035907e-15,86.9355935329861,76.78176866319444,60.90492513020833,856.1981206872151,741.0392500836364,645.4804583819812,214954156.61146778,14215.0,17973.0,23656.0,real_sea
139.3989325,0.4192018015452427,222.6757975,52.38465,35.624775,1.2026961170526647,165.05651500000002,144.938455,118.76345250000001,3667.762391054775,3429.823577212975,3670.781482780243,116380269.09496559,6470.0,3552.0,3205.0,real_sea
130.49947536204024,0.40418936006287426,229.72659153530694,9.332107843137255,39.71915849673203,-2.963045454436939e-15,124.56953255158272,131.16989459182366,131.4306556773036,2199.262706554528,2663.852431483186,5071.037026236112,79275063.96833849,2471.0,2236.0,7805.0,real_sea
87.33227916666667,0.7073206713145568,154.38795,86.8955,65.953625,0.5636239215163593,40.44189166666667,103.05726875,74.3623875,3731.2130067549315,4470.917301540274,3923.54050446651,184798857.10207817,77025.0,5570.0,8812.0,real_jungle
144.76028933333333,0.3475966432059195,192.09469,25.77778,68.52581,0.3870929420819425,99.82954933333333,156.25542066666668,139.33348333333333,3170.7003252368986,2604.9795236163723,2552.4558628663904,487184282.18543774,11691.0,12196.0,12894.0,real_jungle
55.85372299382716,0.6141833562159039,145.0555144032922,105.47575231481481,54.27079475308642,0.08333333332739896,22.7269933127572,64.52750771604939,51.44754501028807,410.7579004762927,1394.3840504243228,1273.0939408608856,254407114.08870974,67184.0,11280.0,18949.0,real_jungle
